Name,Street Address,City,State,Zipcode,Latitude,Longitude,Category
Jolys Regional Library,505 H¨¦rbert Ave,De Salaberry,MB,R0A 1V0,49.431056,-97.120004,library or archives
Oliver & District Heritage Society,430 Fairview Rd,Oliver,BC,V0H 1T0,49.1784098,-119.5601729,museum
Mus¨¦e Acadien,15 Boul St-Pierre Est,Caraquet,NB,E1W 1B6,47.7952579,-64.93833802,museum
Kinistino Public Library,210 Kinistino Av,Kinistino,SK,S0J 1H0,52.9516643,-105.0292475,library or archives
Galerie D'Art Le Jardin Des Arts,6962 Ch Royal,Saint Laurent de l'?le d'Orl¨¦ans,QC,G0A 3Z0,46.861387,-71.003373,gallery
St. Andrews Blockhouse National Historic Site,23 Joe'S Road,Saint Andrews,NB,E5B 2J7,45.0792538,-67.0712054,heritage or historic site
Laluque Atelier Gallery,1362 Bathurst St,Toronto,ON,M5R 3H7,43.67987786,-79.41729315,gallery
Glen Morris Branch Library,474 River Road East,Brant,ON,,43.27335217,-80.37487005,library or archives
Emily Carr Institute of Art  Design 1612 Gallery,1612 3Rd Av W,Vancouver,BC,V6J 1K2,49.2688004,-123.1411548,gallery
Westville Public Library,2042 Queen Street,Westville,NS,B0K 2A0,45.553287,-62.712302,library or archives
St. Catharines Public Library - Port Dalhousie Branch,23 Brock Street,St. Catharines,ON,,43.20088187,-79.27042426,library or archives
Malkin Bowl,610 Pipeline Rd,Vancouver,BC,V6G 3E2,49.298848,-123.133438,theatre/performance and concert hall
Biblioth¨¨que De Wickham,893 Rue Moreau,Wickham,QC,J0C 1S0,45.7624088,-72.4992277,library or archives
Biblioth¨¨que De Ragueneau,13 Rue Des-Loisirs,Ragueneau,QC,G0H 1S0,49.0761457,-68.4629705,library or archives
Briercrest And District Museum Corp.,400 Main Street,Briercrest,SK,S0H 0K0,50.1649226,-105.2672582,museum
Elgin Military Museum (The),30 Talbot Street,St. Thomas,ON,N5P 1A3,42.778815,-81.20980205,museum
Galerie Michel Guimont,273 Rue St-Paul,Qu¨¦bec,QC,G1K 3W6,46.8169117,-71.2106937,gallery
Biblioth¨¨que De Sainte-Cecile-De-Levrard,234 Rue Principale,Sainte C¨¦cile de L¨¦vrard,QC,G0X 2M0,46.4665626,-72.161101,library or archives
Wallack Galleries,225 Bank St,Ottawa,ON,K2P 1W7,45.41699884,-75.69739276,gallery
La Parete Gallery,1086 Bathurst St,Toronto,ON,M5R 3G9,43.67257672,-79.41452035,gallery
Archives Des Ursulines De Trois-Rivi¨¨res,784 Des-Ursulines,Trois Rivi¨¨res,QC,G9A 5B5,46.35982176,-72.57087161,library or archives
First Hussars Citizen Soldiers Museum,1 Dundas,London,ON,N6A 2P1,42.982082,-81.2558389,museum
Myrtleville House Museum,34 Myrtleville Drive,Brantford,ON,N3V 1C2,43.17372848,-80.29712564,museum
Muskoka Lakes Twp,69 Joseph Street,Kitchener,ON,P0B 1J0,43.449095,-80.493335,library or archives
Bowness Library,7930 Bowness Rd Nw,Calgary,AB,T3B 0H3,51.0872841,-114.1830978,library or archives
Centre D'Histoire Sir-William-Price,1994 Rue Price,Saguenay,QC,G7X 7X8,48.423818,-71.243742,art or cultural centre
Wildwood Public Library,5215 50 Street,Yellowhead County,AB,T0E 2M0,53.0299485,-117.3265146,library or archives
Centre D'Interpr¨¦tation Du Marais,69 Chemin Roy,Magog,QC,J1X 0N4,45.2935877,-72.1781133,museum
Mackenzie Public Library,400 Skeena Drive,Mackenzie,BC,V0J 2C0,55.338469,-123.091202,library or archives
Carleton County Historical Society Inc.,128 Connell Street,Woodstock,NB,E7M 1L5,46.1596424,-67.5917318,museum
Espace F¨¦lix-Leclerc,1214 Chemin Royal,Saint Pierre de l'?le d'Orl¨¦ans,QC,G0A 4E0,46.8755541,-71.0946848,museum
Centre For Addiction And Mental Health (Workman Theatre),1001 Queen St W,Toronto,ON,M6J 1H4,43.64403339,-79.41808797,theatre/performance and concert hall
Westbank Branch,2484 97 Highway S,West Kelowna,BC,V4T 2G2,49.840048,-119.629779,library or archives
Quesnel Branch,410 Kinchant Street,Quesnel,BC,V2J 7J5,52.979328,-122.493927,library or archives
Gilles-Villeneuve Museum,960 Gilles Villeneuve Av,Berthierville,QC,J0K 1A0,46.086719,-73.191293,museum
Kennebecasis Public Library,1 Landing Crt,Quispamsis,NB,E2E 4R2,45.4081347,-65.9662997,library or archives
Detour Gallery,117 Murray Street,Ottawa,ON,K1N 5M5,45.4316448,-75.6890057,gallery
Sussex Regional Library,46 Magnolia Ave,Sussex,NB,E4E 2H2,45.72111355,-65.50516719,library or archives
Saint John Arts Center,20 Peel Plaza,Saint John,NB,,45.2753284,-66.06296311,gallery
National Presbyterian Museum,415 Broadview Avenue,Toronto,ON,M4K 2M9,43.6663211,-79.3527778,museum
Willowbrook Art Gallery,19705 Fraser Hwy,Langley,BC,,49.11490646,-122.6757778,gallery
Archives Deschatelets,175 Main Street,Ottawa,ON,K1S 1C3,45.410013,-75.67502327,library or archives
Expression - Centre D'Exposition De Saint-Hyacinthe,495 St-Simon Av,Saint Hyacinthe,QC,J2S 5C3,45.6246802,-72.9455571,gallery
Richmond,6240 Perth Street,Ottawa,ON,K0A 2Z0,45.190899,-75.843903,library or archives
Robert Gill Theatre,214 College St,Toronto,ON,M5T 3A1,43.65892677,-79.39690095,theatre/performance and concert hall
Tatar Gallery,300 King St E,Toronto,ON,M5A 1K4,43.65228948,-79.36463507,gallery
Allan Gardens Conservatory,19 Horticultural Avenue,Toronto,ON,M5A 2P2,43.6612369,-79.3749689,heritage or historic site
Nova Scotia Highland Village Society,4119 223 Hwy,"Victoria, Subd. B",NS,B2C 1A3,45.94727518,-60.81766608,museum
Greater Moncton Museum Society,20 Mountain Rd,Moncton,NB,,46.093938,-64.77467849,museum
Border Regional Library,312 Seventh Avenue,Virden,MB,R0M 2C0,49.851107,-100.93189,library or archives
Reseau Biblio Du Centre-Du-Qu¨¦bec De Lanaudiere Et De La Mauricie,3125 Rue Girard,Trois Rivi¨¨res,QC,G8Z 2M4,46.3410229,-72.5731668,library or archives
Creston And District Museum And Archives,219 Devon Street,Creston,BC,V0B 1G3,49.10648569,-116.5121372,museum
Festival De La Famille De Havre-Saint-Pierre,1769 Rue De-L'Anse,Havre Saint Pierre,QC,G0G 1P0,50.247137,-63.582563,festival site
Sinclair Inn National Historic Site,230 St-George Street,Annapolis Royal,NS,B0S 1A0,44.7446652,-65.5192952,heritage or historic site
Csv Consultants Inc,1066 Somerset Street West,Ottawa,ON,K1Y 4T3,45.4065281,-75.7199829,heritage or historic site
Barrington Municipal Library,3588 3 Highway,Barrington,NS,B0W 1G0,43.525189,-65.611092,library or archives
Fort Lennox National Historic Site,1 61E Avenue,Saint Paul de l'?le aux Noix,QC,J0J 1G0,45.127345,-73.280354,heritage or historic site
Grand Forks & District Public Library,7342 Fifth Avenue,Grand Forks,BC,V0H 1H0,49.032346,-118.441005,library or archives
St. Thomas' Anglican Church,8 Military Road,St. John's,NL,A1C 2C4,47.568113,-52.7087665,museum
Riverdale,370 Broadview Ave,Toronto,ON,M4K 2M8,43.66575926,-79.35316296,library or archives
Centre D'Interpr¨¦tation De La D?me,775 De-La-Mer Route,Sainte Flavie,QC,G0J 2L0,48.598219,-68.2590887,art or cultural centre
Mus¨¦e De Charlevoix,10 Chemin Du-Havre,La Malbaie,QC,G5A 2Y8,47.623311,-70.141894,museum
Davenport Centre Heritage Hall At Bonnechere Park,4024 Round Road,"Killaloe, Hagarty and Richards",ON,K0J 2A0,45.65224121,-77.57910874,heritage or historic site
Stewart Public Library,824 Main Street,Kitimat Stikine A,BC,V0T 1W0,55.45665,-129.473308,library or archives
Fringe Theatre Adventures,10330 84 Avenue Nw,Edmonton,AB,,53.51816948,-113.4982043,theatre/performance and concert hall
Williams Lake,180 3Rd Avenue North,Williams Lake,BC,V2G 2A4,52.13175,-122.139817,library or archives
Festival International Contes En ?les,74 Ch Du-Camping,Les ?les de la Madeleine,QC,G4T 3P2,47.346756,-61.882033,festival site
Yarmouth County Historical Society,22 Collins St,Yarmouth,NS,B5A 3C8,43.8366354,-66.1157271,museum
David Knipe Memorial Library,203 Hanson Street,Bawlf,AB,T0B 0J0,52.9204441,-112.4647561,library or archives
United Farmers Historical Society,4838 Richard Road Sw,Calgary,AB,T3E 6L1,51.0105212,-114.1260961,museum
Brome County Museum,130 Rue Lakeside,Lac Brome,QC,J0E 1V0,45.219408,-72.508559,museum
Biblioth¨¨que De Cloutier,10232 Boul Temiscamingue,Rouyn Noranda,QC,J0Z 1S0,48.0097833,-79.1503965,library or archives
Valleywood Community Centre - Margaret Dunn Library,20 Snelcrest Dr,Caledon,ON,L7C 1B5,43.74375568,-79.83348932,library or archives
Cape Breton Centre For Heritage And Science,225 George Street,Cape Breton,NS,B1P 1J5,46.1421997,-60.19383694,art or cultural centre
Le Minotaure,3 Rue Kent,Gatineau,QC,J8X 3J8,45.427165,-75.715718,theatre/performance and concert hall
Trochu And District Museum,315 Arena Ave,Trochu,AB,T0M 2C0,51.8275417,-113.2274718,museum
Port Credit Library,20 Lakeshore Rd E,Mississauga,ON,L5G 1C8,43.55163139,-79.58638035,library or archives
Claybank Brick Plant National Historic Site And Museum,5 Claybank Highway,Elmsthorpe No. 100,SK,S0H 0W0,50.0443847,-105.2317271,museum
Elmvale Acres,1910 St Laurent,Ottawa,ON,K1G 1A4,45.399899,-75.624702,library or archives
Galerie D'Art D'Outremont,41 Saint-Just Avenue,Montr¨¦al,QC,H2V 4T7,45.517746,-73.6085011,gallery
Cape Breton Miners Museum,17 Museum Street,Cape Breton,NS,B1A 5T8,46.1930182,-59.94193455,museum
L'Ange Vagabond - Bistro Culturel,1818 Ch Du-Village,Saint Adolphe d'Howard,QC,J0T 2B0,45.969624,-74.334084,theatre/performance and concert hall
The Windsor Wood Carving Museum,850 Ouellette Ave,Windsor,ON,N9A 4M9,42.31122465,-83.03428894,museum
Wise Club Hall,1882 Adanac St,Vancouver,BC,V5L 2E2,49.2772414,-123.0660915,theatre/performance and concert hall
Biblioth¨¨que Felix-Antoine-Savard,2335 Du-Fleuve Route,Les ¨¦boulements,QC,G0A 2M0,47.4787378,-70.3210413,library or archives
Biblioth¨¨que De Saint-Charles,2333 Rue Mullins,Montr¨¦al,QC,H3K 3E3,45.4788404,-73.5643984,library or archives
Biblioth¨¨que De Maskinonge,11 Rue Marcel,Maskinong¨¦,QC,J0K 1N0,46.226287,-73.018529,library or archives
Biblioth¨¨que De Saint-Roch-De-Mekinac,1210 Ducharme Route,Saint Roch de M¨¦kinac,QC,G0X 2E0,46.8109339,-72.7677014,library or archives
Grey And Simcoe Foresters Regimental Museum,36 Mulcaster St,Barrie,ON,L4M 3M1,44.3902912,-79.6855938,museum
Massie Hills Forest,6 Municipality Road,Meaford,ON,,44.51302429,-80.83272784,heritage or historic site
Historical Society of the Rural Municipality of Roland Inc.,78 3Rd Street,Roland,MB,R0G 1T0,49.3689118,-97.9395619,heritage or historic site
Port Hawkesbury Library,304 Pitt Street,Port Hawkesbury,NS,B9A 2T9,45.617771,-61.354965,library or archives
Subway Block,889 Main St,Moncton,NB,,46.08785322,-64.78092653,heritage or historic site
Vues Sur Mer - Festival Du Cin¨¦ma Documentaire De Gasp¨¦,1 Boul De-Gasp¨¦,Gasp¨¦,QC,G4X 2R7,48.837997,-64.477768,festival site
Le Chevrier Du Nord - Animal Fibre Craft : Mohair ¨¦conomus¨¦e,71 St-Joseph Rang,Saint Fulgence,QC,G0V 1S0,48.471549,-70.967052,museum
Gibsone Jessop Gallery,55 Mill St,Toronto,ON,M5A 3C4,43.65063867,-79.35966192,gallery
Biblioth¨¨que De Saint-Dominique-Du-Rosaire,235 Rue Principale,Saint Dominique du Rosaire,QC,J0Y 2K0,48.7641407,-78.1149328,library or archives
Ireland House,2168 Guelph Line,Burlington,ON,,43.36777698,-79.82833847,museum
Biblioth¨¨que De Grand-Remous,1508 Transcanadienne Route,Grand Remous,QC,J0W 1E0,46.607933,-75.9024265,library or archives
Oakville Museum At Erchless Estate,8 Navy Street,Oakville,ON,L6J 2Y5,43.4421534,-79.6667767,museum
Halton Region Museum,5181 Kelso Road,Milton,ON,L9T 2X7,43.50743362,-79.94368811,museum
Artscape Wychwood Barns (Theatre Direct),76 Wychwood Ave,Toronto,ON,M6G 2X7,43.67988909,-79.4229277,theatre/performance and concert hall
Biblioth¨¨que De Sainte-Irene,362 Rue De-La-Fabrique,Sainte Ir¨¨ne,QC,G0J 2P0,48.4356341,-67.5952305,library or archives
Studio One School of Dance Dba Canadian School of Ballet,101 Leckie Rd,Kelowna,BC,,49.88490321,-119.4344298,theatre/performance and concert hall
Free Meeting House,20 Mountain Rd,Moncton,NB,E1C 2J8,46.09403723,-64.77409546,museum
Mus¨¦e Du Fjord,3346 Boulevard De-La-Grande-Baie Sud,Saguenay,QC,G7B 1G2,48.31756581,-70.85395694,museum
La Bo?te ¨¤ Bleuets,525 Rue Sacr¨¦-Coeur O,Alma,QC,G8B 1M4,48.5495501,-71.6489073,theatre/performance and concert hall
Th¨¦atre Des Hirondelles Inc.,4920 Ch Des-Grands-Coteaux,Saint Mathieu de Beloeil,QC,J3G 2C9,45.6029708,-73.2664495,theatre/performance and concert hall
Cambie Branch,11590 Cambie Road,Richmond,BC,V6X 3Z5,49.184558,-123.095055,library or archives
Baptist Heritage Center,333 Gorge Road,Moncton,NB,E1C 9L7,46.1354843,-64.86036042,museum
Watson Art Centre,104 1St Avenue Nw,Dauphin,MB,R7N 1G9,51.1509597,-100.0518862,gallery
Th¨¦atre Marcellin-Champagnat,1275 Av Du-Coll¨¨ge,Laval,QC,H7C 1W8,45.6150825,-73.647424,theatre/performance and concert hall
Angell Gallery,12 Ossington Ave,Toronto,ON,M6J 2Y7,43.64446791,-79.41938141,gallery
Missisquoi Museum,2 Rue River East,Stanbridge East,QC,J0J 2H0,45.121617,-72.915688,museum
New Toronto,110 Eleventh Street,Toronto,ON,M8V 3G5,43.59908519,-79.50974074,library or archives
Fran Hill Gallery,285 Rushton Rd,Toronto,ON,M6C 2X6,43.68160335,-79.4276666,gallery
Halsall Associates Ltd,210 Gladstone Avenue,Ottawa,ON,K2P 0Y6,45.414065,-75.68850893,heritage or historic site
Walmer Road Baptist Church (Centre Theatre),188 Lowther Ave,Toronto,ON,M5R 1E8,43.6683721,-79.40726933,theatre/performance and concert hall
Ladner Pioneer Library,4683 51St Street,Delta,BC,V4K 2V8,49.087117,-123.08266,library or archives
Biblioth¨¨que Marie-Uguay,6052 Boulevard Monk,Montr¨¦al,QC,H4E 3H6,45.4577169,-73.5955531,library or archives
Benares Historic House,1507 Clarkson,Mississauga,ON,,43.52754258,-79.63719551,museum
Kingston Library,671 Main Street,"Kings, Subd. A",NS,B0P 1R0,44.98832,-64.946761,library or archives
Bibliotheque De Brownsburg-Chatham,200 Macvicar,Brownsburg Chatham,QC,J8G 2Z6,45.6747424,-74.4026378,library or archives
Festival Market At Eau Claire,139 Barclay Pr Sw,Calgary,AB,,51.05245324,-114.0695072,festival site
Summerhill House,55 Stuart St,Kingston,ON,,44.22601728,-76.49245345,heritage or historic site
Wellington Boutique And Gallery,182 Wellington St,Kingston,ON,,44.23117001,-76.48278083,gallery
Zsa Zsa Gallery,962 Queen St W,Toronto,ON,M6J 1G8,43.6447682,-79.41722809,gallery
Keillor House-Museum,4974 Main St,Dorchester,NB,E4K 2Z1,45.90145743,-64.5169565,museum
Ritchcraft Gallery & Framing,103 Lakeshore Rd,Kelowna,BC,,49.84130542,-119.4877496,gallery
Biblioth¨¨que De Saint-Omer (Carleton-Sur-Mer),303 Route 132 Ouest,Carleton sur Mer,QC,G0C 2Z0,48.1087886,-66.2558846,library or archives
St James Community Square,3214 10Th Av W,Vancouver,BC,V6K 2L2,49.2630518,-123.1765215,theatre/performance and concert hall
Handworks Gallery,12 King Street,Saint John,NB,,45.27276084,-66.06185236,gallery
Festival De L'Oie Des Neiges,172 Rue De-L'¨¦glise,Saint Joachim,QC,G0A 3X0,47.053798,-70.843559,festival site
Biblioth¨¨que De Lac-Des-Seize-?les,47 De-L'¨¦glise,Lac des Seize ?les,QC,J0T 2M0,45.9246791,-74.4708337,library or archives
Governor General of Canada Official Residences,1 Sussex Dr,Ottawa,ON,K1A 0A1,45.44435755,-75.68554508,heritage or historic site
Biblioth¨¨que Municipale De Noyan,1312 Chemin De-La-Petite,Noyan,QC,J0J 1B0,45.0662049,-73.2988169,library or archives
The New Gallery,208 Centre St Se,Calgary,AB,T2G 2B6,51.0671198,-114.1308434,gallery
Biblioth¨¨que Pour La Suite Du Monde,1026 Chemin Des-Coudriers,L'Isle aux Coudres,QC,G0A 3J0,47.4196645,-70.3846835,library or archives
Bloomingdale Branch Library,860 Sawmill Road East,Woolwich,ON,,43.51042129,-80.46260371,library or archives
Ronathahon:Ni Cultural Centre,1 Ronathahon:Ni Lane,Cornwall,ON,K6H 5R7,45.0323342,-74.7254318,art or cultural centre
Nightwood Theatre,55 Mill St,Toronto,ON,M5A 3C4,43.65063867,-79.35966192,theatre/performance and concert hall
Kaput! Festival Des Artistes R¨¦cup¨¦rateurs,600 Rue Richelieu,Beloeil,QC,J3G 5E8,45.560153,-73.205099,artist
Grand Forks Art Gallery Society,524 Central Avenue,Grand Forks,BC,V0H 1H0,49.0325539,-118.4415932,gallery
Bethune Memorial House National Historic Site of Canada,235 John Street North,Gravenhurst,ON,P1P 1G4,44.92069662,-79.3761864,heritage or historic site
Britannia Shipyards National Historic Site,5180 Water Drive West,Richmond,BC,V7E 6P3,49.1203872,-123.1693557,heritage or historic site
Limerick Twp,89 Limerick Road,Limerick,ON,K0L 1W0,44.850601,-77.6363955,library or archives
Convenience Gallery,58 Lansdowne Ave,Toronto,ON,M6K 2V9,43.64276287,-79.43779317,gallery
Archives of the Archdiocese of Kingston,279 Johnson Street,Kingston,ON,K0K 2C0,44.231354,-76.49036644,museum
Irvine Prairie Memories Museum,55 Railway Ave South,Cypress County,AB,T0J 1V0,49.9566145,-110.2732872,museum
Fort Erie Public Library Crystal Ridge Branch,89 Ridge Road South,Fort Erie,ON,,42.87357141,-79.05277566,library or archives
Fairmount Theater,5240 Av Du Parc,Montr¨¦al,QC,H2V 4G7,45.520608,-73.598536,theatre/performance and concert hall
Stephen Bulger Gallery,1026 Queen St W,Toronto,ON,M6J 1H6,43.64423907,-79.41984465,gallery
Evergreen Regional Library,63 First Ave,Gimli,MB,R0C 1B0,50.633501,-96.985421,library or archives
Mackenzie Art Gallery,3475 Albert St,Regina,SK,S4S 6X6,50.4252218,-104.6166534,gallery
Kimberley Public Library,115 Spokane Street,Kimberley,BC,V1A 2E5,49.686154,-115.984693,library or archives
Festival International De La Chanson De Granby,135 Rue Principale,Granby,QC,J2G 2V1,45.399245,-72.724861,festival site
Bibliotheque De North Hatley,165 Rue Main,North Hatley,QC,J0B 2C0,45.2740784,-71.9741502,library or archives
Cambridge Fire Museum,56 Dickson St,Cambridge,ON,,43.3600316,-80.31194067,museum
Historical Museum,302 Royal Ave,New Westminster,BC,,49.20762944,-122.9062113,museum
Art¨ºria Art Gallery,625 Rue Shefford,Bromont,QC,J2L 1C2,45.318848,-72.653344,gallery
Biblioth¨¨que De Weedon (Secteur Saint-Gerard),249 Rue Principale,Weedon,QC,J0B 3J0,45.7602829,-71.4102035,library or archives
Museum of Original Costume The,1489 Mcrae Avenue,Vancouver,BC,V6H 1V1,49.25732755,-123.1366058,museum
Armstrong Twp,35 10Th Street,Hanover,ON,P0J 1E0,44.15126294,-81.03810441,library or archives
Hollander York Gallery,110 Yorkville Ave,Toronto,ON,M5R 1B9,43.67096412,-79.39281839,gallery
White Rock Library,15342 Buena Avenue,White Rock,BC,V4B 1Y6,49.023902,-122.796236,library or archives
Ocean Park,12854 17Th Avenue,Surrey,BC,V4A 1T5,49.033003,-122.8656,library or archives
Fort Frontenac Cfb,317 Ontario St,Kingston,ON,,44.233589,-76.47822212,heritage or historic site
Biblioth¨¨que De Fortierville,198 Rue De La Fabrique,Fortierville,QC,G0S 1J0,46.4864331,-72.0319787,library or archives
Poirier Branch,575 Poirier Street,Coquitlam,BC,V3J 6A9,49.253185,-122.846541,library or archives
Niagara Apothecary Museum,5 Queen St,Niagara on the Lake,ON,,43.25511202,-79.07085264,museum
Pugwash Library,10222 Durham Street,"Cumberland, Subd. D",NS,B0K 1L0,45.84995,-63.660854,library or archives
Auditorium Le Pr¨¦vost,7355 Christophe Avenue,Montr¨¦al,QC,H2R 2S5,45.5438869,-73.6145768,theatre/performance and concert hall
Th¨¦atre Petit Champlain,68 Rue Du-Petit-Champlain,Qu¨¦bec,QC,G1K 4H4,46.811727,-71.203656,theatre/performance and concert hall
Platform -Centre For Photograph  Digital Arts,100 Arthur Street,Winnipeg,MB,R3B 1H3,49.8965946,-97.1415679,gallery
Tiny Twp,130 Balm Road West,Tiny,ON,L0L 2J0,44.70257837,-79.9811323,library or archives
Museum of Ingenuity J. Armand Bombardier,1001 Av Ja-Bombardier,Valcourt,QC,J0E 2L0,45.494766,-72.310548,museum
Chateau Dufresne - Mus¨¦e Et Lieu Historique Patrimonial,2929 Av San Francisco,Montr¨¦al,QC,H1W 3W2,45.553837,-73.553893,museum
Albion,1515 Albion Road,Toronto,ON,M9V 1B2,43.73982593,-79.5840963,library or archives
Clearview Neighbourhood Branch Library,1148 Winson Blvd,Oakville,ON,,43.49928867,-79.65136632,library or archives
Heritage Centre-Diocese of Algoma,134 Simpson Street,Sault Ste. Marie,ON,P6A 3V4,46.50645078,-84.31618797,heritage or historic site
Pinhey's Point Historic Site,270 Pinheys Rd,Ottawa,ON,K0A 1T0,45.44043974,-75.9534183,museum
